"","X","link","title","response","domestic","domestic2","foreign","foreign2"
"3991",3991,"/movies/?id=wanted09.htm","Wanted (2009)","$404k","$350k","86.5%","$54.5k","13.5%"
"3992",3992,"/movies/?id=transylmania.htm","Transylmania","$398k","$398k","100.0%","n/a","0.0%"
"3993",3993,"/movies/?id=24city.htm","24 City","$396k","$30.8k","7.8%","$365k","92.2%"
"3994",3994,"/movies/?id=marcpeaseexperience.htm","The Marc Pease Experience","$391k","$4.0k","1.0%","$387k","99.0%"
"3995",3995,"/movies/?id=escapist.htm","The Escapist","$388k","$13.4k","3.5%","$375k","96.5%"
"3996",3996,"/movies/?id=adoration.htm","Adoration","$385k","$294k","76.5%","$90.4k","23.5%"
"3997",3997,"/movies/?id=informers.htm","The Informers","$382k","$300k","78.5%","$82.2k","21.5%"
"3998",3998,"/movies/?id=unmistakenchild.htm","Unmistaken Child","$370k","$306k","82.8%","$63.6k","17.2%"
"3999",3999,"/movies/?id=teramerakirishta.htm","Tera Mera Ki Rishta","$345k","$272k","78.8%","$73.1k","21.2%"
"4000",4000,"/movies/?id=seriousmoonlight.htm","Serious Moonlight","$339k","$25.3k","7.5%","$314k","92.5%"
"4001",4001,"/movies/?id=whatsyourrashee.htm","What's Your Rashee?","$315k","$258k","81.9%","$57.0k","18.1%"
"4002",4002,"/movies/?id=shrink.htm","Shrink","$303k","$190k","62.5%","$114k","37.5%"
"4003",4003,"/movies/?id=blackdynamite.htm","Black Dynamite","$297k","$243k","81.8%","$54.0k","18.2%"
"4004",4004,"/movies/?id=callofthewild09.htm","Call of the Wild 3D","$270k","$28.7k","10.6%","$242k","89.4%"
"4005",4005,"/movies/?id=soulpower.htm","Soul Power","$255k","$207k","81.4%","$47.5k","18.6%"
"4006",4006,"/movies/?id=beachesofagnes.htm","The Beaches of Agnes","$247k","$240k","97.0%","$7.4k","3.0%"
"4007",4007,"/movies/?id=doknotdisturb.htm","Do Knot Disturb","$236k","$214k","90.5%","$22.5k","9.5%"
"4008",4008,"/movies/?id=paa.htm","Paa","$230k","$199k","86.5%","$31.2k","13.5%"
"4009",4009,"/movies/?id=evangelion1.htm","Evangelion 1.0 You Are (Not) Alone","$224k","$108k","48.2%","$116k","51.8%"
"4010",4010,"/movies/?id=songofsparrows.htm","The Song of Sparrows","$220k","$116k","52.8%","$104k","47.2%"
"4011",4011,"/movies/?id=yesmenfixtheworld.htm","The Yes Men Fix the World","$217k","$195k","89.6%","$22.6k","10.4%"
"4012",4012,"/movies/?id=rocketsingh.htm","Rocket Singh - Salesman of the Year","$198k","n/a","0.0%","$198k","100.0%"
"4013",4013,"/movies/?id=atowncalledpanic.htm","A Town Called Panic","$196k","$166k","84.4%","$30.7k","15.6%"
"4014",4014,"/movies/?id=mancora.htm","Mancora","$196k","$29.7k","15.1%","$166k","84.9%"
"4015",4015,"/movies/?id=revanche.htm","Revanche","$192k","$192k","100.0%","n/a","0.0%"
"4016",4016,"/movies/?id=crude.htm","Crude","$186k","$170k","91.6%","$15.6k","8.4%"
"4017",4017,"/movies/?id=notquitehollywood.htm","Not Quite Hollywood","$181k","$21.2k","11.7%","$160k","88.3%"
"4018",4018,"/movies/?id=owlandthesparrow.htm","Owl and the Sparrow","$170k","$47.1k","27.6%","$123k","72.4%"
"4019",4019,"/movies/?id=gigantic.htm","Gigantic","$166k","$103k","61.9%","$63.2k","38.1%"
"4020",4020,"/movies/?id=serbis.htm","Serbis","$155k","$64.5k","41.6%","$90.6k","58.4%"
"4021",4021,"/movies/?id=allthebest.htm","All the Best","$150k","$121k","80.6%","$29.1k","19.4%"
"4022",4022,"/movies/?id=laboheme09.htm","La Boheme","$142k","$54.5k","38.2%","$88.0k","61.8%"
"4023",4023,"/movies/?id=notforgotten.htm","Not Forgotten","$142k","$53.7k","37.8%","$88.3k","62.2%"
"4024",4024,"/movies/?id=daytimedrinking.htm","Daytime Drinking","$137k","$5.0k","3.6%","$132k","96.4%"
"4025",4025,"/movies/?id=ballerina.htm","Ballerina","$131k","$115k","87.1%","$17.0k","12.9%"
"4026",4026,"/movies/?id=treelessmountain.htm","Treeless Mountain","$124k","$60.3k","48.6%","$63.7k","51.4%"
"4027",4027,"/movies/?id=burmavj.htm","Burma VJ","$123k","$51.7k","41.8%","$71.8k","58.2%"
"4028",4028,"/movies/?id=policeadjective.htm","Police, Adjective","$122k","$53.2k","43.6%","$68.8k","56.4%"
"4029",4029,"/movies/?id=gentlemenbroncos.htm","Gentlemen Broncos","$118k","$114k","95.9%","$4.8k","4.1%"
"4030",4030,"/movies/?id=noimpactman.htm","No Impact Man","$116k","$100k","86.0%","$16.3k","14.0%"
"4031",4031,"/movies/?id=absurdistan.htm","Absurdistan","$113k","$39.7k","35.0%","$73.6k","65.0%"
"4032",4032,"/movies/?id=sleepdealer.htm","Sleep Dealer","$108k","$80.1k","74.5%","$27.4k","25.5%"
"4033",4033,"/movies/?id=skeptic.htm","The Skeptic","$106k","$6.7k","6.3%","$99.5k","93.7%"
"4034",4034,"/movies/?id=fiveminutesofheaven.htm","Five Minutes of Heaven","$87.9k","$15.7k","17.8%","$72.2k","82.2%"
"4035",4035,"/movies/?id=lovendancing.htm","Love N Dancing","$73.8k","$47.8k","64.7%","$26.0k","35.3%"
"4036",4036,"/movies/?id=brightonrock09.htm","Brighton Rock (re-issue)","$61.0k","$49.5k","81.2%","$11.5k","18.8%"
"4037",4037,"/movies/?id=slamminsalmon.htm","The Slammin' Salmon","$60.4k","$41.6k","68.8%","$18.8k","31.2%"
"4038",4038,"/movies/?id=kalkissnedekha.htm","Kal Kissne Dekha","$54.0k","$24.6k","45.6%","$29.4k","54.4%"
"4039",4039,"/movies/?id=teza.htm","Teza","$36.1k","$30.1k","83.3%","$6.0k","16.7%"
"4040",4040,"/movies/?id=pontypool.htm","Pontypool","$32.1k","$3.9k","12.0%","$28.3k","88.0%"
"4041",4041,"/movies/?id=desbocados.htm","Desbocados","$30.0k","$27.9k","92.9%","$2.1k","7.1%"
"4042",4042,"/movies/?id=endgame09.htm","Endgame","$26.3k","$9.6k","36.7%","$16.6k","63.3%"
"4043",4043,"/movies/?id=lailasbirthday.htm","Laila's Birthday","$20.5k","$13.7k","66.6%","$6.9k","33.4%"
"4044",4044,"/movies/?id=daddycool.htm","Daddy Cool","$19.1k","$14.3k","75.1%","$4.8k","24.9%"
"4045",4045,"/movies/?id=home09.htm","Home (2009 drama)","$18.1k","$10.4k","57.5%","$7.7k","42.5%"
"4046",4046,"/movies/?id=defamation.htm","Defamation","$17.3k","$12.0k","69.5%","$5.3k","30.5%"
"4047",4047,"/movies/?id=chelseaontherocks.htm","Chelsea on the Rocks","$15.1k","$11.8k","77.9%","$3.3k","22.1%"
"4048",4048,"/movies/?id=toystory3.htm","Toy Story 3","$1,063.2","$415.0","39.0%","$648.2","61.0%"
"4049",4049,"/movies/?id=aliceinwonderland10.htm","Alice in Wonderland (2010)","$1,025.5","$334.2","32.6%","$691.3","67.4%"
"4050",4050,"/movies/?id=harrypotter7.htm","Harry Potter and the Deathly Hallows Part 1","$960.3","$296.0","30.8%","$664.3","69.2%"
"4051",4051,"/movies/?id=inception.htm","Inception","$825.5","$292.6","35.4%","$533.0","64.6%"
"4052",4052,"/movies/?id=shrek4.htm","Shrek Forever After","$752.6","$238.7","31.7%","$513.9","68.3%"
"4053",4053,"/movies/?id=eclipse.htm","The Twilight Saga: Eclipse","$698.5","$300.5","43.0%","$398.0","57.0%"
"4054",4054,"/movies/?id=ironman2.htm","Iron Man 2","$623.9","$312.4","50.1%","$311.5","49.9%"
"4055",4055,"/movies/?id=rapunzel.htm","Tangled","$591.8","$200.8","33.9%","$391.0","66.1%"
"4056",4056,"/movies/?id=despicableme.htm","Despicable Me","$543.1","$251.5","46.3%","$291.6","53.7%"
"4057",4057,"/movies/?id=howtotrainyourdragon.htm","How to Train Your Dragon","$494.9","$217.6","44.0%","$277.3","56.0%"
"4058",4058,"/movies/?id=clashofthetitans10.htm","Clash of the Titans (2010)","$493.2","$163.2","33.1%","$330.0","66.9%"
"4059",4059,"/movies/?id=narnia3.htm","The Chronicles of Narnia: The Voyage of the Dawn Treader","$415.7","$104.4","25.1%","$311.3","74.9%"
"4060",4060,"/movies/?id=kingsspeech.htm","The King's Speech","$410.9","$135.5","33.0%","$275.4","67.0%"
"4061",4061,"/movies/?id=tron2.htm","Tron Legacy","$400.1","$172.1","43.0%","$228.0","57.0%"
"4062",4062,"/movies/?id=karatekid2010.htm","The Karate Kid","$359.1","$176.6","49.2%","$182.5","50.8%"
"4063",4063,"/movies/?id=princeofpersia.htm","Prince of Persia: The Sands of Time","$336.4","$90.8","27.0%","$245.6","73.0%"
"4064",4064,"/movies/?id=blackswan.htm","Black Swan","$329.4","$107.0","32.5%","$222.4","67.5%"
"4065",4065,"/movies/?id=mastermind.htm","Megamind","$321.9","$148.4","46.1%","$173.5","53.9%"
"4066",4066,"/movies/?id=nottingham.htm","Robin Hood","$321.7","$105.3","32.7%","$216.4","67.3%"
"4067",4067,"/movies/?id=lastairbender.htm","The Last Airbender","$319.7","$131.8","41.2%","$187.9","58.8%"
"4068",4068,"/movies/?id=meetthefockerssequel.htm","Little Fockers","$310.7","$148.4","47.8%","$162.2","52.2%"
"4069",4069,"/movies/?id=residentevil4.htm","Resident Evil: Afterlife","$296.2","$60.1","20.3%","$236.1","79.7%"
"4070",4070,"/movies/?id=shutterisland.htm","Shutter Island","$294.8","$128.0","43.4%","$166.8","56.6%"
"4071",4071,"/movies/?id=salt10.htm","Salt","$293.5","$118.3","40.3%","$175.2","59.7%"
"4072",4072,"/movies/?id=sexandthecity2.htm","Sex and the City 2","$288.3","$95.3","33.1%","$193.0","66.9%"
"4073",4073,"/movies/?id=tourist.htm","The Tourist","$278.3","$67.6","24.3%","$210.7","75.7%"
"4074",4074,"/movies/?id=expendables.htm","The Expendables","$274.5","$103.1","37.6%","$171.4","62.4%"
"4075",4075,"/movies/?id=grownups.htm","Grown Ups","$271.4","$162.0","59.7%","$109.4","40.3%"
"4076",4076,"/movies/?id=cruisediaz10.htm","Knight & Day","$261.9","$76.4","29.2%","$185.5","70.8%"
"4077",4077,"/movies/?id=truegrit2010.htm","True Grit","$252.3","$171.2","67.9%","$81.0","32.1%"
"4078",4078,"/movies/?id=gulliverstravels.htm","Gulliver's Travels","$237.4","$42.8","18.0%","$194.6","82.0%"
"4079",4079,"/movies/?id=percyjackson.htm","Percy Jackson & The Olympians: The Lightning Thief","$226.5","$88.8","39.2%","$137.7","60.8%"
"4080",4080,"/movies/?id=socialnetwork.htm","The Social Network","$224.9","$97.0","43.1%","$128.0","56.9%"
"4081",4081,"/movies/?id=valentinesday.htm","Valentine's Day","$216.5","$110.5","51.0%","$106.0","49.0%"
"4082",4082,"/movies/?id=sorcerersapprentice.htm","The Sorcerer's Apprentice","$215.3","$63.2","29.3%","$152.1","70.7%"
"4083",4083,"/movies/?id=duedate.htm","Due Date","$211.8","$100.5","47.5%","$111.2","52.5%"
"4084",4084,"/movies/?id=eatpraylove.htm","Eat Pray Love","$204.6","$80.6","39.4%","$124.0","60.6%"
"4085",4085,"/movies/?id=yogibear.htm","Yogi Bear","$201.6","$100.2","49.7%","$101.3","50.3%"
"4086",4086,"/movies/?id=red2010.htm","Red","$199.0","$90.4","45.4%","$108.6","54.6%"
"4087",4087,"/movies/?id=paranormalactivity2.htm","Paranormal Activity 2","$177.5","$84.8","47.7%","$92.8","52.3%"
"4088",4088,"/movies/?id=ateam.htm","The A-Team","$177.2","$77.2","43.6%","$100.0","56.4%"
"4089",4089,"/movies/?id=jackass3d.htm","Jackass 3-D","$171.7","$117.2","68.3%","$54.5","31.7%"
"4090",4090,"/movies/?id=ferrellwahlberg2010.htm","The Other Guys","$170.4","$119.2","70.0%","$51.2","30.0%"
"4091",4091,"/movies/?id=unstoppable.htm","Unstoppable","$167.8","$81.6","48.6%","$86.2","51.4%"
"4092",4092,"/movies/?id=stepup3d.htm","Step Up 3-D","$159.3","$42.4","26.6%","$116.9","73.4%"
"4093",4093,"/movies/?id=bookofeli.htm","The Book of Eli","$157.1","$94.8","60.4%","$62.3","39.6%"
"4094",4094,"/movies/?id=town10.htm","The Town","$154.0","$92.2","59.9%","$61.8","40.1%"
"4095",4095,"/movies/?id=datenight.htm","Date Night","$152.3","$98.7","64.8%","$53.6","35.2%"
"4096",4096,"/movies/?id=guardiansofgahoole.htm","Legend of the Guardians: The Owls of Ga'Hoole","$140.1","$55.7","39.7%","$84.4","60.3%"
"4097",4097,"/movies/?id=wolfman.htm","The Wolfman","$139.8","$62.0","44.3%","$77.8","55.7%"
"4098",4098,"/movies/?id=bountyhunter.htm","The Bounty Hunter","$136.3","$67.1","49.2%","$69.3","50.8%"
"4099",4099,"/movies/?id=saw7.htm","Saw 3D","$136.2","$45.7","33.6%","$90.4","66.4%"
"4100",4100,"/movies/?id=wallstreet2.htm","Wall Street: Money Never Sleeps","$134.7","$52.5","38.9%","$82.3","61.1%"
"4101",4101,"/movies/?id=fighter10.htm","The Fighter","$129.2","$93.6","72.5%","$35.6","27.5%"
"4102",4102,"/movies/?id=predators.htm","Predators","$127.2","$52.0","40.9%","$75.2","59.1%"
"4103",4103,"/movies/?id=nightmareonelmstreet10.htm","A Nightmare on Elm Street (2010)","$115.7","$63.1","54.5%","$52.6","45.5%"
"4104",4104,"/movies/?id=dearjohn.htm","Dear John","$115.0","$80.0","69.6%","$35.0","30.4%"
"4105",4105,"/movies/?id=catsanddogs2.htm","Cats & Dogs: The Revenge of Kitty Galore","$112.5","$43.6","38.7%","$68.9","61.3%"
"4106",4106,"/movies/?id=toothfairy.htm","Tooth Fairy","$112.5","$60.0","53.4%","$52.4","46.6%"
"4107",4107,"/movies/?id=lifeasweknowit.htm","Life as We Know It","$105.6","$53.4","50.5%","$52.3","49.5%"
"4108",4108,"/movies/?id=hereafter.htm","Hereafter","$105.2","$32.7","31.1%","$72.5","68.9%"
"4109",4109,"/movies/?id=girlwiththedragontattoo.htm","The Girl with the Dragon Tattoo","$104.4","$10.1","9.7%","$94.3","90.3%"
"4110",4110,"/movies/?id=loveandotherdrugs.htm","Love and Other Drugs","$102.8","$32.4","31.5%","$70.5","68.5%"
"4111",4111,"/movies/?id=aftershock.htm","Aftershock (Tangshan Dadizhen)","$100.3","$63.0k","0.1%","$100.2","99.9%"
"4112",4112,"/movies/?id=heiglkutcheraction.htm","Killers","$98.2","$47.1","47.9%","$51.1","52.1%"
"4113",4113,"/movies/?id=kickass.htm","Kick-Ass","$96.2","$48.1","50.0%","$48.1","50.0%"
"4114",4114,"/movies/?id=greenzone.htm","Green Zone","$94.9","$35.1","36.9%","$59.8","63.1%"
"4115",4115,"/movies/?id=nannymcphee2.htm","Nanny McPhee Returns","$93.3","$29.0","31.1%","$64.2","68.9%"
"4116",4116,"/movies/?id=gethimtothegreek.htm","Get Him to the Greek","$91.3","$61.0","66.8%","$30.3","33.2%"
"4117",4117,"/movies/?id=burlesque.htm","Burlesque","$89.5","$39.4","44.1%","$50.1","55.9%"
"4118",4118,"/movies/?id=lastsong.htm","The Last Song","$89.0","$63.0","70.7%","$26.1","29.3%"
"4119",4119,"/movies/?id=dinnerforschmucks.htm","Dinner for Schmucks","$86.9","$73.0","84.1%","$13.8","15.9%"
"4120",4120,"/movies/?id=marmaduke.htm","Marmaduke","$83.8","$33.6","40.2%","$50.1","59.8%"
"4121",4121,"/movies/?id=piranha3d.htm","Piranha 3D","$83.2","$25.0","30.1%","$58.2","69.9%"
"4122",4122,"/movies/?id=oceans.htm","Oceans","$82.7","$19.4","23.5%","$63.2","76.5%"
"4123",4123,"/movies/?id=edgeofdarkness.htm","Edge of Darkness","$81.1","$43.3","53.4%","$37.8","46.6%"
"4124",4124,"/movies/?id=untitledvampirespoof.htm","Vampires Suck","$80.5","$36.7","45.5%","$43.9","54.5%"
"4125",4125,"/movies/?id=letterstojuliet.htm","Letters to Juliet","$79.2","$53.0","67.0%","$26.1","33.0%"
"4126",4126,"/movies/?id=backupplan.htm","The Back-Up Plan","$77.5","$37.5","48.4%","$40.0","51.6%"
"4127",4127,"/movies/?id=ifyouaretheone2.htm","If You Are the One 2 (Fei Cheng Wu Rao II)","$76.1","$427k","0.6%","$75.6","99.4%"
"4128",4128,"/movies/?id=diaryofawimpykid.htm","Diary of a Wimpy Kid","$75.7","$64.0","84.5%","$11.7","15.5%"
"4129",4129,"/movies/?id=easya.htm","Easy A","$75.0","$58.4","77.9%","$16.6","22.1%"
"4130",4130,"/movies/?id=hubble3d.htm","Hubble 3D","$72.1","$51.7","71.7%","$20.4","28.3%"
"4131",4131,"/movies/?id=bonedeep.htm","Takers","$69.1","$57.7","83.6%","$11.3","16.4%"
"4132",4132,"/movies/?id=talesfromearthsea.htm","Tales from Earthsea","$68.7","$48.5k","0.1%","$68.6","99.9%"
"4133",4133,"/movies/?id=legion10.htm","Legion (2010)","$67.9","$40.2","59.1%","$27.8","40.9%"
"4134",4134,"/movies/?id=american10.htm","The American","$67.9","$35.6","52.5%","$32.3","47.5%"
"4135",4135,"/movies/?id=lastexorcism.htm","The Last Exorcism","$67.7","$41.0","60.6%","$26.7","39.4%"
"4136",4136,"/movies/?id=nextthreedays.htm","The Next Three Days","$67.4","$21.1","31.4%","$46.3","68.6%"
"4137",4137,"/movies/?id=girlwhoplayedwithfire.htm","The Girl Who Played with Fire","$67.1","$7.6","11.4%","$59.5","88.6%"
"4138",4138,"/movies/?id=skyline.htm","Skyline","$66.8","$21.4","32.0%","$45.4","68.0%"
"4139",4139,"/movies/?id=hottubtimemachine.htm","Hot Tub Time Machine","$64.6","$50.3","77.9%","$14.3","22.1%"
"4140",4140,"/movies/?id=nightchroniclesdevil.htm","Devil","$62.7","$33.6","53.6%","$29.1","46.4%"
"4141",4141,"/movies/?id=127hours.htm","127 Hours","$60.7","$18.3","30.2%","$42.4","69.8%"
"4142",4142,"/movies/?id=whydidigetmarriedtoo.htm","Tyler Perry's Why Did I Get Married Too?","$60.7","$60.1","99.0%","$578k","1.0%"
"4143",4143,"/movies/?id=secretariat.htm","Secretariat","$60.3","$59.7","99.1%","$537k","0.9%"
"4144",4144,"/movies/?id=theghostwriter.htm","The Ghost Writer","$60.2","$15.5","25.8%","$44.7","74.2%"
"4145",4145,"/movies/?id=morningglory10.htm","Morning Glory","$60.0","$31.0","51.7%","$29.0","48.3%"
"4146",4146,"/movies/?id=rememberme.htm","Remember Me","$56.0","$19.1","34.0%","$37.0","66.0%"
"4147",4147,"/movies/?id=coupleofdicks.htm","Cop Out","$55.6","$44.9","80.7%","$10.7","19.3%"
"4148",4148,"/movies/?id=crazies.htm","The Crazies","$54.8","$39.1","71.4%","$15.7","28.6%"
"4149",4149,"/movies/?id=frompariswithlove.htm","From Paris with Love","$52.8","$24.1","45.6%","$28.7","54.4%"
"4150",4150,"/movies/?id=daybreakers.htm","Daybreakers","$51.4","$30.1","58.5%","$21.3","41.5%"
"4151",4151,"/movies/?id=alphaandomega.htm","Alpha and Omega","$50.5","$25.1","49.7%","$25.4","50.3%"
"4152",4152,"/movies/?id=baster.htm","The Switch","$49.8","$27.8","55.7%","$22.1","44.3%"
"4153",4153,"/movies/?id=hard10.htm","She's Out of My League","$49.8","$32.0","64.3%","$17.8","35.7%"
"4154",4154,"/movies/?id=deathatafuneral10.htm","Death at a Funeral (2010)","$49.1","$42.7","87.1%","$6.3","12.9%"
"4155",4155,"/movies/?id=jimbrooks10.htm","How Do You Know","$48.7","$30.2","62.1%","$18.5","37.9%"
"4156",4156,"/movies/?id=charliestcloud.htm","Charlie St. Cloud","$48.2","$31.2","64.7%","$17.0","35.3%"
"4157",4157,"/movies/?id=scottpilgrim.htm","Scott Pilgrim vs. the World","$47.7","$31.5","66.1%","$16.1","33.9%"
"4158",4158,"/movies/?id=heartbreaker2010.htm","Heartbreaker","$47.4","$504k","1.1%","$46.9","98.9%"
"4159",4159,"/movies/?id=spynextdoor.htm","The Spy Next Door","$45.2","$24.3","53.7%","$20.9","46.3%"
"4160",4160,"/movies/?id=thegoodthebadtheweird.htm","The Good, the Bad, the Weird","$44.3","$128k","0.3%","$44.1","99.7%"
"4161",4161,"/movies/?id=machete.htm","Machete","$44.1","$26.6","60.3%","$17.5","39.7%"
"4162",4162,"/movies/?id=hornetsnest.htm","The Girl Who Kicked the Hornet's Nest","$43.5","$5.2","11.9%","$38.3","88.1%"
"4163",4163,"/movies/?id=manfromnowhere.htm","The Man From Nowhere","$43.1","$528k","1.2%","$42.5","98.8%"
"4164",4164,"/movies/?id=wheninrome.htm","When in Rome","$43.0","$32.7","75.9%","$10.4","24.1%"
"4165",4165,"/movies/?id=mynameiskhan.htm","My Name is Khan","$42.3","$4.0","9.5%","$38.3","90.5%"
"4166",4166,"/movies/?id=goingthedistance10.htm","Going the Distance","$42.1","$17.8","42.3%","$24.2","57.7%"
"4167",4167,"/movies/?id=concert.htm","The Concert","$41.1","$658k","1.6%","$40.5","98.4%"
"4168",4168,"/movies/?id=agora.htm","Agora","$39.0","$619k","1.6%","$38.4","98.4%"
"4169",4169,"/movies/?id=forcoloredgirls.htm","For Colored Girls","$37.7","$37.7","100.0%","$17.3k","0.0%"
"4170",4170,"/movies/?id=brooklynsfinest.htm","Brooklyn's Finest","$36.4","$27.2","74.5%","$9.3","25.5%"
"4171",4171,"/movies/?id=furryvengeance.htm","Furry Vengeance","$36.2","$17.6","48.7%","$18.6","51.3%"
"4172",4172,"/movies/?id=faster10.htm","Faster","$35.6","$23.2","65.2%","$12.4","34.8%"
"4173",4173,"/movies/?id=kidsareallright.htm","The Kids Are All Right","$34.7","$20.8","60.0%","$13.9","40.0%"
"4174",4174,"/movies/?id=talldarkstranger.htm","You Will Meet a Tall Dark Stranger","$34.3","$3.2","9.5%","$31.0","90.5%"
"4175",4175,"/movies/?id=secretintheireyes.htm","The Secret in Their Eyes","$34.0","$6.4","18.8%","$27.6","81.2%"
"4176",4176,"/movies/?id=avatarspecialedition.htm","Avatar: Special Edition","$33.2","$10.7","32.3%","$22.5","67.7%"
"4177",4177,"/movies/?id=leapyear.htm","Leap Year","$32.6","$25.9","79.5%","$6.7","20.5%"
"4178",4178,"/movies/?id=youagain.htm","You Again","$32.0","$25.7","80.3%","$6.3","19.7%"
"4179",4179,"/movies/?id=mesrine1.htm","Mesrine: Killer Instinct","$31.1","$552k","1.8%","$30.5","98.2%"
"4180",4180,"/movies/?id=losers.htm","The Losers","$29.4","$23.6","80.3%","$5.8","19.7%"
"4181",4181,"/movies/?id=case39.htm","Case 39","$28.2","$13.3","47.0%","$14.9","53.0%"
"4182",4182,"/movies/?id=ramona.htm","Ramona and Beezus","$27.3","$26.2","95.9%","$1.1","4.1%"
"4183",4183,"/movies/?id=splice.htm","Splice","$26.9","$17.0","63.3%","$9.8","36.7%"
"4184",4184,"/movies/?id=fairgame10.htm","Fair Game (2010)","$24.2","$9.5","39.4%","$14.6","60.6%"
"4185",4185,"/movies/?id=lettherightonein09.htm","Let Me In","$24.1","$12.1","50.3%","$12.0","49.7%"
"4186",4186,"/movies/?id=maoslastdancer.htm","Mao's Last Dancer","$22.3","$4.8","21.6%","$17.5","78.4%"
"4187",4187,"/movies/?id=justwright.htm","Just Wright","$21.6","$21.5","99.9%","$29.9k","0.1%"
"4188",4188,"/movies/?id=ourfamilywedding.htm","Our Family Wedding","$21.4","$20.3","94.6%","$1.2","5.4%"
"4189",4189,"/movies/?id=mysoultotake.htm","My Soul to Take","$21.0","$14.7","70.3%","$6.2","29.7%"
"4190",4190,"/movies/?id=71intothefire.htm","71 Into the Fire","$21.0","$177k","0.8%","$20.8","99.2%"
"4191",4191,"/movies/?id=iloveyouphillipmorris.htm","I Love You, Phillip Morris","$20.7","$2.0","9.8%","$18.7","90.2%"
"4192",4192,"/movies/?id=countrystrong.htm","Country Strong","$20.5","$20.2","98.5%","$310k","1.5%"
"4193",4193,"/movies/?id=anotheryear.htm","Another Year","$19.7","$3.2","16.3%","$16.5","83.7%"
"4194",4194,"/movies/?id=youthinrevolt.htm","Youth in Revolt","$19.7","$15.3","77.8%","$4.4","22.2%"
"4195",4195,"/movies/?id=buried.htm","Buried","$19.2","$1.0","5.5%","$18.1","94.5%"
"4196",4196,"/movies/?id=rec2.htm","[Rec] 2","$18.5","$27.8k","0.2%","$18.5","99.8%"
"4197",4197,"/movies/?id=repossessionmambo.htm","Repo Men","$18.4","$13.8","74.9%","$4.6","25.1%"
"4198",4198,"/movies/?id=aprophet.htm","A Prophet (Un proph<U+0228>te)","$17.9","$2.1","11.7%","$15.8","88.3%"
"4199",4199,"/movies/?id=soulkitchen.htm","Soul Kitchen","$17.9","$277k","1.5%","$17.6","98.5%"
"4200",4200,"/movies/?id=mother2010.htm","Mother (2010)","$17.1","$552k","3.2%","$16.6","96.8%"
"4201",4201,"/movies/?id=micmacs.htm","Micmacs","$16.3","$1.3","7.7%","$15.1","92.3%"
"4202",4202,"/movies/?id=nutcracker3d.htm","The Nutcracker in 3D","$16.2","$195k","1.2%","$16.0","98.8%"
"4203",4203,"/movies/?id=searex3d.htm","Sea Rex 3D: Journey to a Prehistoric World","$16.0","$6.1","38.1%","$9.9","61.9%"
"4204",4204,"/movies/?id=ihateluvstorys.htm","I Hate Luv Storys","$15.7","$848k","5.4%","$14.9","94.6%"
"4205",4205,"/movies/?id=crowley.htm","Extraordinary Measures","$15.1","$12.1","79.7%","$3.1","20.3%"
"4206",4206,"/movies/?id=somewhere10.htm","Somewhere","$13.9","$1.8","12.8%","$12.2","87.2%"
"4207",4207,"/movies/?id=wintersbone.htm","Winter's Bone","$13.8","$6.5","47.3%","$7.3","52.7%"
"4208",4208,"/movies/?id=thelaststation.htm","The Last Station","$13.6","$6.6","48.8%","$6.9","51.2%"
"4209",4209,"/movies/?id=raajneeti.htm","Raajneeti","$12.6","$1.5","12.0%","$11.1","88.0%"
"4210",4210,"/movies/?id=madeindagenham.htm","Made in Dagenham","$12.4","$1.1","8.8%","$11.3","91.2%"
"4211",4211,"/movies/?id=bluevalentine.htm","Blue Valentine","$12.4","$9.7","78.6%","$2.6","21.4%"
"4212",4212,"/movies/?id=tamaradrewe.htm","Tamara Drewe","$11.9","$560k","4.7%","$11.4","95.3%"
"4213",4213,"/movies/?id=chloe.htm","Chloe","$11.7","$3.1","26.3%","$8.6","73.7%"
"4214",4214,"/movies/?id=lookingforeric.htm","Looking for Eric","$11.6","$55.8k","0.5%","$11.5","99.5%"
"4215",4215,"/movies/?id=warriorsway.htm","The Warrior's Way","$11.1","$5.7","51.1%","$5.4","48.9%"
"4216",4216,"/movies/?id=iamlove.htm","I Am Love","$10.9","$5.0","45.9%","$5.9","54.1%"
"4217",4217,"/movies/?id=jonahhex.htm","Jonah Hex","$10.9","$10.5","96.7%","$356k","3.3%"
"4218",4218,"/movies/?id=harrybrown.htm","Harry Brown","$10.3","$1.8","17.6%","$8.5","82.4%"
"4219",4219,"/movies/?id=cyrus.htm","Cyrus","$9.9","$7.5","75.3%","$2.5","24.7%"
"4220",4220,"/movies/?id=bettyannwaters.htm","Conviction","$9.7","$6.8","69.9%","$2.9","30.1%"
"4221",4221,"/movies/?id=getlow.htm","Get Low","$9.7","$9.2","94.7%","$518k","5.3%"
"4222",4222,"/movies/?id=babies.htm","Babies","$9.5","$7.3","77.1%","$2.2","22.9%"
"4223",4223,"/movies/?id=stone.htm","Stone","$9.5","$1.8","19.1%","$7.7","80.9%"
"4224",4224,"/movies/?id=peeplilive.htm","Peepli Live","$9.5","$758k","8.0%","$8.7","92.0%"
"4225",4225,"/movies/?id=neverletmego.htm","Never Let Me Go","$9.5","$2.4","25.7%","$7.0","74.3%"
"4226",4226,"/movies/?id=midaugustlunch.htm","Mid-August Lunch","$9.4","$675k","7.2%","$8.7","92.8%"
