"","X","link","title","response","domestic","domestic2","foreign","foreign2"
"4227",4227,"/movies/?id=macgruber.htm","MacGruber","$9.3","$8.5","91.4%","$797k","8.6%"
"4228",4228,"/movies/?id=cityisland.htm","City Island","$7.9","$6.7","84.7%","$1.2","15.3%"
"4229",4229,"/movies/?id=insidejob.htm","Inside Job","$7.9","$4.3","54.8%","$3.6","45.2%"
"4230",4230,"/movies/?id=joneses.htm","The Joneses","$7.0","$1.5","21.0%","$5.5","79.0%"
"4231",4231,"/movies/?id=centurion.htm","Centurion","$6.8","$124k","1.8%","$6.7","98.2%"
"4232",4232,"/movies/?id=animalkingdom.htm","Animal Kingdom","$6.8","$1.0","15.4%","$5.7","84.6%"
"4233",4233,"/movies/?id=nowhereboy.htm","Nowhere Boy","$6.6","$1.5","22.2%","$5.1","77.8%"
"4234",4234,"/movies/?id=itskindofafunnystory.htm","It's Kind of a Funny Story","$6.5","$6.4","98.0%","$128k","2.0%"
"4235",4235,"/movies/?id=waitingforsuperman.htm","Waiting for ""Superman""","$6.4","$6.4","99.9%","$9.3k","0.1%"
"4236",4236,"/movies/?id=greenberg.htm","Greenberg","$6.2","$4.2","68.8%","$1.9","31.2%"
"4237",4237,"/movies/?id=cocoandigor.htm","Coco Chanel & Igor Stravinsky","$5.8","$1.6","28.2%","$4.1","71.8%"
"4238",4238,"/movies/?id=vincere.htm","Vincere","$5.7","$619k","10.9%","$5.1","89.1%"
"4239",4239,"/movies/?id=illusionist2010.htm","The Illusionist (2010)","$5.6","$2.2","39.8%","$3.4","60.2%"
"4240",4240,"/movies/?id=exitthroughthegiftshop.htm","Exit Through the Gift Shop","$5.3","$3.3","62.0%","$2.0","38.0%"
"4241",4241,"/movies/?id=mademoisellechambon.htm","Mademoiselle Chambon","$5.3","$532k","10.1%","$4.7","89.9%"
"4242",4242,"/movies/?id=solitaryman.htm","Solitary Man","$5.2","$4.4","84.2%","$818k","15.8%"
"4243",4243,"/movies/?id=rabbithole.htm","Rabbit Hole","$5.1","$2.2","43.5%","$2.9","56.5%"
"4244",4244,"/movies/?id=vision.htm","Vision","$5.0","$435k","8.6%","$4.6","91.4%"
"4245",4245,"/movies/?id=motherandchild.htm","Mother and Child","$5.0","$1.1","22.3%","$3.9","77.7%"
"4246",4246,"/movies/?id=therunaways.htm","The Runaways","$4.7","$3.6","76.3%","$1.1","23.7%"
"4247",4247,"/movies/?id=fourlions.htm","Four Lions","$4.7","$305k","6.5%","$4.4","93.5%"
"4248",4248,"/movies/?id=wildgrass.htm","Wild Grass","$4.6","$404k","8.8%","$4.2","91.2%"
"4249",4249,"/movies/?id=pleasegive.htm","Please Give","$4.3","$4.0","93.5%","$280k","6.5%"
"4250",4250,"/movies/?id=monsters2010.htm","Monsters","$4.2","$237k","5.6%","$4.0","94.4%"
"4251",4251,"/movies/?id=rareexports.htm","Rare Exports: A Christmas Tale","$4.0","$236k","5.9%","$3.8","94.1%"
"4252",4252,"/movies/?id=killerinsideme.htm","The Killer Inside Me","$4.0","$217k","5.5%","$3.8","94.5%"
"4253",4253,"/movies/?id=perfectgame.htm","The Perfect Game","$3.9","$1.0","26.7%","$2.8","73.3%"
"4254",4254,"/movies/?id=tosavealife.htm","To Save a Life","$3.8","$3.8","98.8%","$45.8k","1.2%"
"4255",4255,"/movies/?id=bellamy.htm","Inspector Bellamy","$3.7","$108k","2.9%","$3.6","97.1%"
"4256",4256,"/movies/?id=catfish.htm","Catfish","$3.5","$3.2","93.0%","$242k","7.0%"
"4257",4257,"/movies/?id=wildtarget.htm","Wild Target","$3.5","$109k","3.1%","$3.3","96.9%"
"4258",4258,"/movies/?id=outsidethelaw.htm","Outside the Law (Hors-la-loi)","$3.4","$96.9k","2.9%","$3.3","97.1%"
"4259",4259,"/movies/?id=frozen.htm","Frozen (2010)","$3.2","$246k","7.8%","$2.9","92.2%"
"4260",4260,"/movies/?id=dabangg.htm","Dabangg","$2.9","$1.3","43.8%","$1.7","56.2%"
"4261",4261,"/movies/?id=kites.htm","Kites","$2.9","$1.6","56.2%","$1.3","43.8%"
"4262",4262,"/movies/?id=letterstogod.htm","Letters to God","$2.9","$2.8","97.9%","$60.3k","2.1%"
"4263",4263,"/movies/?id=twelve.htm","Twelve","$2.6","$184k","7.2%","$2.4","92.8%"
"4264",4264,"/movies/?id=teesmaarkhan.htm","Tees Maar Khan","$2.5","$1.1","43.9%","$1.4","56.1%"
"4265",4265,"/movies/?id=fishtank.htm","Fish Tank","$2.4","$375k","15.9%","$2.0","84.1%"
"4266",4266,"/movies/?id=housefull.htm","Housefull","$2.3","$1.2","50.6%","$1.2","49.4%"
"4267",4267,"/movies/?id=golmaal3.htm","Golmaal 3","$2.1","$1.1","54.8%","$935k","45.2%"
"4268",4268,"/movies/?id=afterlife10.htm","After.Life","$2.0","$109k","5.4%","$1.9","94.6%"
"4269",4269,"/movies/?id=cairotime.htm","Cairo Time","$2.0","$1.6","80.4%","$391k","19.6%"
"4270",4270,"/movies/?id=guzaarish.htm","Guzaarish","$1.7","$1.0","59.4%","$695k","40.6%"
"4271",4271,"/movies/?id=ondine.htm","Ondine","$1.6","$550k","33.5%","$1.1","66.5%"
"4272",4272,"/movies/?id=anjaanaanjaani.htm","Anjaana Anjaani","$1.6","$855k","52.9%","$761k","47.1%"
"4273",4273,"/movies/?id=restrepo.htm","Restrepo","$1.4","$1.3","92.7%","$105k","7.3%"
"4274",4274,"/movies/?id=raavan.htm","Raavan","$1.4","$709k","52.2%","$648k","47.8%"
"4275",4275,"/movies/?id=cityofyourfinaldestination.htm","The City of Your Final Destination","$1.4","$493k","36.5%","$859k","63.5%"
"4276",4276,"/movies/?id=wonderfulafterlife.htm","It's a Wonderful Afterlife","$1.3","n/a","0.0%","$1.3","100.0%"
"4277",4277,"/movies/?id=ajami.htm","Ajami","$1.3","$622k","48.2%","$669k","51.8%"
"4278",4278,"/movies/?id=armyofcrime.htm","Army of Crime","$1.2","$37.0k","3.1%","$1.2","96.9%"
"4279",4279,"/movies/?id=lebanon.htm","Lebanon","$1.2","$368k","30.7%","$830k","69.3%"
"4280",4280,"/movies/?id=howl.htm","Howl","$1.2","$617k","52.2%","$566k","47.8%"
"4281",4281,"/movies/?id=videocracy.htm","Videocracy","$1.2","$23.7k","2.0%","$1.2","98.0%"
"4282",4282,"/movies/?id=whenyourestrange.htm","When You're Strange","$1.1","$246k","21.5%","$901k","78.5%"
"4283",4283,"/movies/?id=salvationpoem.htm","The Salvation Poem (Poema de Salvacion)","$1.1","$915k","83.3%","$183k","16.7%"
"4284",4284,"/movies/?id=casinojack2.htm","Casino Jack","$1.1","$1.0","96.2%","$40.7k","3.8%"
"4285",4285,"/movies/?id=leavingpartir.htm","Leaving","$1.1","$176k","16.5%","$893k","83.5%"
"4286",4286,"/movies/?id=khattameetha.htm","Khatta Meetha","$1.0","$542k","52.1%","$499k","47.9%"
"4287",4287,"/movies/?id=wearefamily.htm","We Are Family","$1.0","$638k","61.9%","$393k","38.1%"
"4288",4288,"/movies/?id=leavesofgrass.htm","Leaves of Grass","$1.0","$70.1k","6.9%","$949k","93.1%"
"4289",4289,"/movies/?id=northface.htm","North Face","$928k","$711k","76.7%","$216k","23.3%"
"4290",4290,"/movies/?id=creation.htm","Creation","$896k","$341k","38.1%","$555k","61.9%"
"4291",4291,"/movies/?id=nooneknowsaboutpersiancats.htm","No One Knows About Persian Cats","$880k","$81.8k","9.3%","$798k","90.7%"
"4292",4292,"/movies/?id=carlos.htm","Carlos","$871k","$146k","16.7%","$726k","83.3%"
"4293",4293,"/movies/?id=lerefuge.htm","Hideaway (Le Refuge)","$871k","$34.5k","4.0%","$837k","96.0%"
"4294",4294,"/movies/?id=alicecreed.htm","The Disappearance of Alice Creed","$868k","$167k","19.2%","$701k","80.8%"
"4295",4295,"/movies/?id=breakkebaad.htm","Break Ke Baad","$817k","$428k","52.3%","$389k","47.7%"
"4296",4296,"/movies/?id=veer2010.htm","Veer (2010)","$804k","$527k","65.5%","$277k","34.5%"
"4297",4297,"/movies/?id=lifeduringwartime.htm","Life During Wartime","$768k","$281k","36.6%","$487k","63.4%"
"4298",4298,"/movies/?id=enterthevoid.htm","Enter the Void","$754k","$336k","44.6%","$418k","55.4%"
"4299",4299,"/movies/?id=secretofkells.htm","The Secret of Kells","$739k","$677k","91.5%","$62.7k","8.5%"
"4300",4300,"/movies/?id=noproblem.htm","No Problem","$654k","$285k","43.6%","$369k","56.4%"
"4301",4301,"/movies/?id=allgoodthings.htm","All Good Things","$645k","$582k","90.3%","$62.5k","9.7%"
"4302",4302,"/movies/?id=jackgoesboating.htm","Jack Goes Boating","$620k","$542k","87.5%","$77.6k","12.5%"
"4303",4303,"/movies/?id=holyrollers.htm","Holy Rollers","$608k","$303k","49.8%","$305k","50.2%"
"4304",4304,"/movies/?id=chainletter.htm","Chain Letter","$585k","$139k","23.7%","$447k","76.3%"
"4305",4305,"/movies/?id=ispitonyourgrave.htm","I Spit on Your Grave","$573k","$93.1k","16.2%","$480k","83.8%"
"4306",4306,"/movies/?id=imstillhere.htm","I'm Still Here","$569k","$409k","71.9%","$160k","28.1%"
"4307",4307,"/movies/?id=saltofthesea.htm","Salt of this Sea","$557k","$11.7k","2.1%","$545k","97.9%"
"4308",4308,"/movies/?id=undertow2010.htm","Undertow (2010)","$501k","$109k","21.7%","$393k","78.3%"
"4309",4309,"/movies/?id=fatherofmychildren.htm","Father of My Children","$479k","$144k","30.0%","$335k","70.0%"
"4310",4310,"/movies/?id=greatest2010.htm","The Greatest (2010)","$474k","$115k","24.2%","$359k","75.8%"
"4311",4311,"/movies/?id=extraman.htm","The Extra Man","$458k","$453k","99.0%","$4.5k","1.0%"
"4312",4312,"/movies/?id=tinyfurniture.htm","Tiny Furniture","$392k","$392k","100.0%","n/a","0.0%"
"4313",4313,"/movies/?id=dogtooth.htm","Dogtooth","$384k","$110k","28.7%","$274k","71.3%"
"4314",4314,"/movies/?id=greasesingalong.htm","Grease (Sing-a-Long re-issue)","$366k","$366k","100.0%","n/a","0.0%"
"4315",4315,"/movies/?id=tempest10.htm","The Tempest","$347k","$278k","80.2%","$68.7k","19.8%"
"4316",4316,"/movies/?id=thegoodheart.htm","The Good Heart","$344k","$20.9k","6.1%","$323k","93.9%"
"4317",4317,"/movies/?id=formosabetrayed.htm","Formosa Betrayed","$326k","$225k","69.1%","$101k","30.9%"
"4318",4318,"/movies/?id=redhill.htm","Red Hill","$321k","$21.1k","6.6%","$300k","93.4%"
"4319",4319,"/movies/?id=welcometotherileys.htm","Welcome to the Rileys","$317k","$159k","50.1%","$158k","49.9%"
"4320",4320,"/movies/?id=noodleshop.htm","A Woman, A Gun and A Noodle Shop","$312k","$191k","61.2%","$121k","38.8%"
"4321",4321,"/movies/?id=girlonthetrain.htm","The Girl on the Train","$305k","$208k","68.2%","$97.1k","31.8%"
"4322",4322,"/movies/?id=mesrine2.htm","Mesrine: Public Enemy No. 1","$304k","$275k","90.7%","$28.1k","9.3%"
"4323",4323,"/movies/?id=44inchchest.htm","44 Inch Chest","$294k","$39.0k","13.3%","$255k","86.7%"
"4324",4324,"/movies/?id=karthikcallingkarthik.htm","Karthik Calling Karthik","$293k","$286k","97.6%","$7.1k","2.4%"
"4325",4325,"/movies/?id=lasttrainhome.htm","Last Train Home","$288k","$288k","100.0%","n/a","0.0%"
"4326",4326,"/movies/?id=eyeswideopen.htm","Eyes Wide Open","$277k","$26.3k","9.5%","$250k","90.5%"
"4327",4327,"/movies/?id=wasteland.htm","Waste Land","$276k","$188k","67.9%","$88.7k","32.1%"
"4328",4328,"/movies/?id=southoftheborder.htm","South of the Border","$269k","$199k","73.7%","$70.8k","26.3%"
"4329",4329,"/movies/?id=humancentipede.htm","Human Centipede","$252k","$181k","72.0%","$70.7k","28.0%"
"4330",4330,"/movies/?id=lovelystill.htm","Lovely, Still","$233k","$128k","54.7%","$106k","45.3%"
"4331",4331,"/movies/?id=girlflickan.htm","The Girl (Flickan)","$231k","$2.2k","1.0%","$229k","99.0%"
"4332",4332,"/movies/?id=sweetgrass.htm","Sweetgrass","$207k","$207k","100.0%","n/a","0.0%"
"4333",4333,"/movies/?id=bitchslap.htm","Bitch Slap","$199k","$17.4k","8.7%","$182k","91.3%"
"4334",4334,"/movies/?id=chancepedance.htm","Chance Pe Dance","$193k","$169k","87.4%","$24.3k","12.6%"
"4335",4335,"/movies/?id=client9.htm","Client 9: The Rise and Fall of Eliot Spitzer","$193k","$189k","98.2%","$3.5k","1.8%"
"4336",4336,"/movies/?id=casinojack.htm","Casino Jack and the United States of Money","$177k","$177k","100.0%","n/a","0.0%"
"4337",4337,"/movies/?id=perriersbounty.htm","Perrier's Bounty","$168k","$0.8k","0.5%","$167k","99.5%"
"4338",4338,"/movies/?id=aroundasmallmountain.htm","Around a Small Mountain","$165k","$33.2k","20.2%","$131k","79.8%"
"4339",4339,"/movies/?id=springfever.htm","Spring Fever","$161k","$10.8k","6.7%","$150k","93.3%"
"4340",4340,"/movies/?id=eclipse10.htm","The Eclipse","$160k","$133k","83.5%","$26.4k","16.5%"
"4341",4341,"/movies/?id=survivalofthedead.htm","George A. Romero's Survival of the Dead","$143k","$102k","71.1%","$41.5k","28.9%"
"4342",4342,"/movies/?id=romantics.htm","The Romantics","$124k","$107k","86.0%","$17.3k","14.0%"
"4343",4343,"/movies/?id=celineconcert.htm","Celine: Through the Eyes of the World","$119k","n/a","0.0%","$119k","100.0%"
"4344",4344,"/movies/?id=freakonomics.htm","Freakonomics","$118k","$101k","86.1%","$16.4k","13.9%"
"4345",4345,"/movies/?id=saintjohnoflasvegas.htm","Saint John of Las Vegas","$112k","$103k","91.9%","$9.1k","8.1%"
"4346",4346,"/movies/?id=bandbaajabaaraat.htm","Band Baaja Baaraat","$105k","$43.8k","41.9%","$60.7k","58.1%"
"4347",4347,"/movies/?id=whitelion.htm","White Lion","$99.6k","n/a","0.0%","$99.6k","100.0%"
"4348",4348,"/movies/?id=kisses.htm","Kisses","$96.9k","$81.7k","84.3%","$15.3k","15.7%"
"4349",4349,"/movies/?id=wakingsleepingbeauty.htm","Waking Sleeping Beauty","$84.9k","$80.7k","95.1%","$4.2k","4.9%"
"4350",4350,"/movies/?id=enemiesofthepeople.htm","Enemies of the People","$79.6k","$73.2k","91.9%","$6.4k","8.1%"
"4351",4351,"/movies/?id=johnrabe.htm","John Rabe","$67.5k","$67.5k","100.0%","n/a","0.0%"
"4352",4352,"/movies/?id=badmaashcompany.htm","Badmaash Company","$64.4k","n/a","0.0%","$64.4k","100.0%"
"4353",4353,"/movies/?id=hadewijch.htm","Hadewijch","$62.5k","$5.0k","8.0%","$57.5k","92.0%"
"4354",4354,"/movies/?id=alamar.htm","Alamar","$61.6k","$61.6k","100.0%","n/a","0.0%"
"4355",4355,"/movies/?id=goodasdead.htm","As Good as Dead","$55.6k","$2.0k","3.6%","$53.6k","96.4%"
"4356",4356,"/movies/?id=inhale.htm","Inhale","$55.1k","$4.1k","7.5%","$51.0k","92.5%"
"4357",4357,"/movies/?id=hatchet2.htm","Hatchet 2","$52.6k","$52.6k","100.0%","n/a","0.0%"
"4358",4358,"/movies/?id=districtb13ultimatum.htm","District B13: Ultimatum","$52.3k","$36.1k","69.1%","$16.2k","30.9%"
"4359",4359,"/movies/?id=gasland.htm","GasLand","$49.4k","$30.8k","62.4%","$18.6k","37.6%"
"4360",4360,"/movies/?id=boogiewoogie.htm","Boogie Woogie","$47.5k","$2.6k","5.5%","$44.9k","94.5%"
"4361",4361,"/movies/?id=comeundone2010.htm","Come Undone (2010)","$41.3k","$10.0k","24.3%","$31.3k","75.7%"
"4362",4362,"/movies/?id=redbaron.htm","The Red Baron","$40.2k","$37.2k","92.4%","$3.1k","7.6%"
"4363",4363,"/movies/?id=bluebeard.htm","Bluebeard","$38.7k","$33.5k","86.5%","$5.2k","13.5%"
"4364",4364,"/movies/?id=daddylonglegs.htm","Daddy Longlegs","$33.2k","$21.8k","65.5%","$11.5k","34.5%"
"4365",4365,"/movies/?id=livinginemergency.htm","Living in Emergency","$32.2k","$32.2k","100.0%","n/a","0.0%"
"4366",4366,"/movies/?id=nenette.htm","Nenette","$23.4k","$18.0k","77.0%","$5.4k","23.0%"
"4367",4367,"/movies/?id=pictureme.htm","Picture Me","$22.4k","$12.0k","53.7%","$10.4k","46.3%"
"4368",4368,"/movies/?id=thornintheheart.htm","The Thorn in the Heart","$17.8k","$7.4k","41.3%","$10.5k","58.7%"
"4369",4369,"/movies/?id=taqwacores.htm","The Taqwacores","$11.4k","$11.4k","100.0%","n/a","0.0%"
"4370",4370,"/movies/?id=cherry.htm","Cherry","$11.4k","$11.4k","100.0%","n/a","0.0%"
"4371",4371,"/movies/?id=kimjongilia.htm","Kimjongilia","$4.4k","$4.4k","100.0%","n/a","0.0%"
"4372",4372,"/movies/?id=aashayein.htm","Aashayein (Wishes)","$3.8k","n/a","0.0%","$3.8k","100.0%"
"4373",4373,"/movies/?id=harrypotter72.htm","Harry Potter and the Deathly Hallows Part 2","$1,341.5","$381.0","28.4%","$960.5","71.6%"
"4374",4374,"/movies/?id=transformers3.htm","Transformers: Dark of the Moon","$1,123.8","$352.4","31.4%","$771.4","68.6%"
"4375",4375,"/movies/?id=piratesofthecaribbean4.htm","Pirates of the Caribbean: On Stranger Tides","$1,045.7","$241.1","23.1%","$804.6","76.9%"
"4376",4376,"/movies/?id=breakingdawn.htm","The Twilight Saga: Breaking Dawn Part 1","$712.2","$281.3","39.5%","$430.9","60.5%"
"4377",4377,"/movies/?id=mi4.htm","Mission: Impossible - Ghost Protocol","$694.7","$209.4","30.1%","$485.3","69.9%"
"4378",4378,"/movies/?id=kungfupanda2.htm","Kung Fu Panda 2","$665.7","$165.2","24.8%","$500.4","75.2%"
"4379",4379,"/movies/?id=fastfive.htm","Fast Five","$626.1","$209.8","33.5%","$416.3","66.5%"
"4380",4380,"/movies/?id=hangover2.htm","The Hangover Part II","$586.8","$254.5","43.4%","$332.3","56.6%"
"4381",4381,"/movies/?id=smurfs.htm","The Smurfs","$563.7","$142.6","25.3%","$421.1","74.7%"
"4382",4382,"/movies/?id=cars2.htm","Cars 2","$559.9","$191.5","34.2%","$368.4","65.8%"
"4383",4383,"/movies/?id=pussinboots12.htm","Puss in Boots","$555.0","$149.3","26.9%","$405.7","73.1%"
"4384",4384,"/movies/?id=sherlockholmes2.htm","Sherlock Holmes: A Game of Shadows","$545.4","$186.8","34.3%","$358.6","65.7%"
"4385",4385,"/movies/?id=rio.htm","Rio","$484.6","$143.6","29.6%","$341.0","70.4%"
"4386",4386,"/movies/?id=riseoftheapes.htm","Rise of the Planet of the Apes","$481.8","$176.8","36.7%","$305.0","63.3%"
"4387",4387,"/movies/?id=thor.htm","Thor","$449.3","$181.0","40.3%","$268.3","59.7%"
"4388",4388,"/movies/?id=tintin.htm","The Adventures of Tintin","$374.0","$77.6","20.7%","$296.4","79.3%"
"4389",4389,"/movies/?id=captainamerica.htm","Captain America: The First Avenger","$370.6","$176.7","47.7%","$193.9","52.3%"
"4390",4390,"/movies/?id=xmenfirstclass.htm","X-Men: First Class","$353.6","$146.4","41.4%","$207.2","58.6%"
"4391",4391,"/movies/?id=alvin3d.htm","Alvin and the Chipmunks: Chipwrecked","$342.7","$133.1","38.8%","$209.6","61.2%"
"4392",4392,"/movies/?id=realsteel.htm","Real Steel","$299.3","$85.5","28.6%","$213.8","71.4%"
"4393",4393,"/movies/?id=wiigapatow.htm","Bridesmaids","$288.4","$169.1","58.6%","$119.3","41.4%"
"4394",4394,"/movies/?id=super8.htm","Super 8","$260.1","$127.0","48.8%","$133.1","51.2%"
"4395",4395,"/movies/?id=rango.htm","Rango","$245.7","$123.5","50.3%","$122.2","49.7%"
"4396",4396,"/movies/?id=girldragontattoo11.htm","The Girl with the Dragon Tattoo (2011)","$232.6","$102.5","44.1%","$130.1","55.9%"
"4397",4397,"/movies/?id=greenhornet.htm","The Green Hornet","$227.8","$98.8","43.4%","$129.0","56.6%"
"4398",4398,"/movies/?id=warofgods.htm","Immortals","$226.9","$83.5","36.8%","$143.4","63.2%"
"4399",4399,"/movies/?id=greenlantern.htm","Green Lantern","$219.9","$116.6","53.0%","$103.3","47.0%"
"4400",4400,"/movies/?id=help2011.htm","The Help","$216.6","$169.7","78.3%","$46.9","21.7%"
"4401",4401,"/movies/?id=badteacher.htm","Bad Teacher","$216.2","$100.3","46.4%","$115.9","53.6%"
"4402",4402,"/movies/?id=thepretendwife.htm","Just Go With It","$214.9","$103.0","47.9%","$111.9","52.1%"
"4403",4403,"/movies/?id=battlelosangeles.htm","Battle: Los Angeles","$211.8","$83.6","39.4%","$128.3","60.6%"
"4404",4404,"/movies/?id=horriblebosses.htm","Horrible Bosses","$209.6","$117.5","56.1%","$92.1","43.9%"
"4405",4405,"/movies/?id=paranormalactivity3.htm","Paranormal Activity 3","$207.0","$104.0","50.2%","$103.0","49.8%"
"4406",4406,"/movies/?id=gnomeoandjuliet.htm","Gnomeo and Juliet","$194.0","$100.0","51.5%","$94.0","48.5%"
"4407",4407,"/movies/?id=mrpopperspenguins.htm","Mr. Popper's Penguins","$187.4","$68.2","36.4%","$119.1","63.6%"
"4408",4408,"/movies/?id=hugocabret.htm","Hugo","$185.8","$73.9","39.8%","$111.9","60.2%"
"4409",4409,"/movies/?id=lionking3d.htm","The Lion King (in 3D)","$185.5","$94.2","50.8%","$91.3","49.2%"
"4410",4410,"/movies/?id=ihop.htm","Hop","$184.0","$108.1","58.8%","$75.9","41.2%"
"4411",4411,"/movies/?id=warhorse.htm","War Horse","$177.6","$79.9","45.0%","$97.7","55.0%"
"4412",4412,"/movies/?id=descendents.htm","The Descendants","$177.2","$82.6","46.6%","$94.7","53.4%"
"4413",4413,"/movies/?id=cowboysandaliens.htm","Cowboys & Aliens","$174.8","$100.2","57.3%","$74.6","42.7%"
"4414",4414,"/movies/?id=now.htm","In Time","$173.9","$37.5","21.6%","$136.4","78.4%"
"4415",4415,"/movies/?id=zookeeper.htm","Zookeeper","$169.9","$80.4","47.3%","$89.5","52.7%"
"4416",4416,"/movies/?id=themuppets.htm","The Muppets","$165.2","$88.6","53.7%","$76.6","46.3%"
"4417",4417,"/movies/?id=darkfields.htm","Limitless","$161.8","$79.2","49.0%","$82.6","51.0%"
"4418",4418,"/movies/?id=johnnyenglish2.htm","Johnny English Reborn","$160.1","$8.3","5.2%","$151.8","94.8%"
"4419",4419,"/movies/?id=finaldestination5.htm","Final Destination 5","$157.9","$42.6","27.0%","$115.3","73.0%"
"4420",4420,"/movies/?id=towerheist.htm","Tower Heist","$152.9","$78.0","51.0%","$74.9","49.0%"
"4421",4421,"/movies/?id=midnightinparis.htm","Midnight in Paris","$151.1","$56.8","37.6%","$94.3","62.4%"
"4422",4422,"/movies/?id=happyfeet2.htm","Happy Feet Two","$150.4","$64.0","42.6%","$86.4","57.4%"
"4423",4423,"/movies/?id=iamnumberfour.htm","I Am Number Four","$149.9","$55.1","36.8%","$94.8","63.2%"
"4424",4424,"/movies/?id=jackandjill.htm","Jack and Jill","$149.7","$74.2","49.5%","$75.5","50.5%"
"4425",4425,"/movies/?id=friendswithbenefits10.htm","Friends with Benefits","$149.5","$55.8","37.3%","$93.7","62.7%"
"4426",4426,"/movies/?id=friendswithbenefits.htm","No Strings Attached","$149.2","$70.7","47.4%","$78.6","52.6%"
"4427",4427,"/movies/?id=arthurchristmas.htm","Arthur Christmas","$147.4","$46.5","31.5%","$101.0","68.5%"
"4428",4428,"/movies/?id=sourcecode.htm","Source Code","$147.3","$54.7","37.1%","$92.6","62.9%"
"4429",4429,"/movies/?id=crazystupidlove.htm","Crazy, Stupid, Love.","$142.9","$84.4","59.0%","$58.5","41.0%"
"4430",4430,"/movies/?id=newyearseve.htm","New Year's Eve","$142.0","$54.5","38.4%","$87.5","61.6%"
"4431",4431,"/movies/?id=contagion.htm","Contagion","$135.5","$75.7","55.9%","$59.8","44.1%"
"4432",4432,"/movies/?id=artist.htm","The Artist","$133.4","$44.7","33.5%","$88.8","66.5%"
"4433",4433,"/movies/?id=threemusketeers11.htm","The Three Musketeers (2011)","$132.3","$20.4","15.4%","$111.9","84.6%"
"4434",4434,"/movies/?id=unknownwhitemale11.htm","Unknown","$130.8","$63.7","48.7%","$67.1","51.3%"
"4435",4435,"/movies/?id=adjustmentbureau.htm","The Adjustment Bureau","$127.9","$62.5","48.9%","$65.4","51.1%"
